QID,title,titleSlug,difficulty,topicTags
1180,Count Substrings with Only One Distinct Letter,count-substrings-with-only-one-distinct-letter,Easy,"math,string"
1181,Before and After Puzzle,before-and-after-puzzle,Medium,"array,hash-table,string,sorting"
1182,Shortest Distance to Target Color,shortest-distance-to-target-color,Medium,"array,binary-search,dynamic-programming"
1183,Maximum Number of Ones,maximum-number-of-ones,Hard,"greedy,heap-priority-queue"
1184,Distance Between Bus Stops,distance-between-bus-stops,Easy,array
1185,Day of the Week,day-of-the-week,Easy,math
1186,Maximum Subarray Sum with One Deletion,maximum-subarray-sum-with-one-deletion,Medium,"array,dynamic-programming"
1187,Make Array Strictly Increasing,make-array-strictly-increasing,Hard,"array,binary-search,dynamic-programming,sorting"
1188,Design Bounded Blocking Queue,design-bounded-blocking-queue,Medium,concurrency
1189,Maximum Number of Balloons,maximum-number-of-balloons,Easy,"hash-table,string,counting"
1190,Reverse Substrings Between Each Pair of Parentheses,reverse-substrings-between-each-pair-of-parentheses,Medium,"string,stack"
1191,K-Concatenation Maximum Sum,k-concatenation-maximum-sum,Medium,"array,dynamic-programming"
1192,Critical Connections in a Network,critical-connections-in-a-network,Hard,"depth-first-search,graph,biconnected-component"
1193,Monthly Transactions I,monthly-transactions-i,Medium,database
1194,Tournament Winners,tournament-winners,Hard,database
1195,Fizz Buzz Multithreaded,fizz-buzz-multithreaded,Medium,concurrency
1196,How Many Apples Can You Put into the Basket,how-many-apples-can-you-put-into-the-basket,Easy,"array,greedy,sorting"
1197,Minimum Knight Moves,minimum-knight-moves,Medium,breadth-first-search
1198,Find Smallest Common Element in All Rows,find-smallest-common-element-in-all-rows,Medium,"array,hash-table,binary-search,matrix,counting"
1199,Minimum Time to Build Blocks,minimum-time-to-build-blocks,Hard,"math,greedy,heap-priority-queue"
1200,Minimum Absolute Difference,minimum-absolute-difference,Easy,"array,sorting"
1201,Ugly Number III,ugly-number-iii,Medium,"math,binary-search,number-theory"
1202,Smallest String With Swaps,smallest-string-with-swaps,Medium,"array,hash-table,string,depth-first-search,breadth-first-search,union-find,sorting"
1203,Sort Items by Groups Respecting Dependencies,sort-items-by-groups-respecting-dependencies,Hard,"depth-first-search,breadth-first-search,graph,topological-sort"
1204,Last Person to Fit in the Bus,last-person-to-fit-in-the-bus,Medium,database
1205,Monthly Transactions II,monthly-transactions-ii,Medium,database
1206,Design Skiplist,design-skiplist,Hard,"linked-list,design"
1207,Unique Number of Occurrences,unique-number-of-occurrences,Easy,"array,hash-table"
1208,Get Equal Substrings Within Budget,get-equal-substrings-within-budget,Medium,"string,binary-search,sliding-window,prefix-sum"
1209,Remove All Adjacent Duplicates in String II,remove-all-adjacent-duplicates-in-string-ii,Medium,"string,stack"
1210,Minimum Moves to Reach Target with Rotations,minimum-moves-to-reach-target-with-rotations,Hard,"array,breadth-first-search,matrix"
1211,Queries Quality and Percentage,queries-quality-and-percentage,Easy,database
1212,Team Scores in Football Tournament,team-scores-in-football-tournament,Medium,database
1213,Intersection of Three Sorted Arrays,intersection-of-three-sorted-arrays,Easy,"array,hash-table,binary-search,counting"
1214,Two Sum BSTs,two-sum-bsts,Medium,"two-pointers,binary-search,stack,tree,depth-first-search,binary-search-tree,binary-tree"
1215,Stepping Numbers,stepping-numbers,Medium,"backtracking,breadth-first-search"
1216,Valid Palindrome III,valid-palindrome-iii,Hard,"string,dynamic-programming"
1217,Minimum Cost to Move Chips to The Same Position,minimum-cost-to-move-chips-to-the-same-position,Easy,"array,math,greedy"
1218,Longest Arithmetic Subsequence of Given Difference,longest-arithmetic-subsequence-of-given-difference,Medium,"array,hash-table,dynamic-programming"
1219,Path with Maximum Gold,path-with-maximum-gold,Medium,"array,backtracking,matrix"
1220,Count Vowels Permutation,count-vowels-permutation,Hard,dynamic-programming
1221,Split a String in Balanced Strings,split-a-string-in-balanced-strings,Easy,"string,greedy,counting"
1222,Queens That Can Attack the King,queens-that-can-attack-the-king,Medium,"array,matrix,simulation"
1223,Dice Roll Simulation,dice-roll-simulation,Hard,"array,dynamic-programming"
1224,Maximum Equal Frequency,maximum-equal-frequency,Hard,"array,hash-table"
1225,Report Contiguous Dates,report-contiguous-dates,Hard,database
1226,The Dining Philosophers,the-dining-philosophers,Medium,concurrency
1227,Airplane Seat Assignment Probability,airplane-seat-assignment-probability,Medium,"math,dynamic-programming,brainteaser,probability-and-statistics"
1228,Missing Number In Arithmetic Progression,missing-number-in-arithmetic-progression,Easy,"array,math"
1229,Meeting Scheduler,meeting-scheduler,Medium,"array,two-pointers,sorting"
1230,Toss Strange Coins,toss-strange-coins,Medium,"math,dynamic-programming,probability-and-statistics"
1231,Divide Chocolate,divide-chocolate,Hard,"array,binary-search"
1232,Check If It Is a Straight Line,check-if-it-is-a-straight-line,Easy,"array,math,geometry"
1233,Remove Sub-Folders from the Filesystem,remove-sub-folders-from-the-filesystem,Medium,"array,string,depth-first-search,trie"
1234,Replace the Substring for Balanced String,replace-the-substring-for-balanced-string,Medium,"string,sliding-window"
1235,Maximum Profit in Job Scheduling,maximum-profit-in-job-scheduling,Hard,"array,binary-search,dynamic-programming,sorting"
1236,Web Crawler,web-crawler,Medium,"string,depth-first-search,breadth-first-search,interactive"
1237,Find Positive Integer Solution for a Given Equation,find-positive-integer-solution-for-a-given-equation,Medium,"math,two-pointers,binary-search,interactive"
1238,Circular Permutation in Binary Representation,circular-permutation-in-binary-representation,Medium,"math,backtracking,bit-manipulation"
1239,Maximum Length of a Concatenated String with Unique Characters,maximum-length-of-a-concatenated-string-with-unique-characters,Medium,"array,string,backtracking,bit-manipulation"
1240,Tiling a Rectangle with the Fewest Squares,tiling-a-rectangle-with-the-fewest-squares,Hard,backtracking
1241,Number of Comments per Post,number-of-comments-per-post,Easy,database
1242,Web Crawler Multithreaded,web-crawler-multithreaded,Medium,"depth-first-search,breadth-first-search,concurrency"
1243,Array Transformation,array-transformation,Easy,"array,simulation"
1244,Design A Leaderboard,design-a-leaderboard,Medium,"hash-table,design,sorting"
1245,Tree Diameter,tree-diameter,Medium,"tree,depth-first-search,breadth-first-search,graph,topological-sort"
1246,Palindrome Removal,palindrome-removal,Hard,"array,dynamic-programming"
1247,Minimum Swaps to Make Strings Equal,minimum-swaps-to-make-strings-equal,Medium,"math,string,greedy"
1248,Count Number of Nice Subarrays,count-number-of-nice-subarrays,Medium,"array,hash-table,math,sliding-window"
1249,Minimum Remove to Make Valid Parentheses,minimum-remove-to-make-valid-parentheses,Medium,"string,stack"
1250,Check If It Is a Good Array,check-if-it-is-a-good-array,Hard,"array,math,number-theory"
1251,Average Selling Price,average-selling-price,Easy,database
1252,Cells with Odd Values in a Matrix,cells-with-odd-values-in-a-matrix,Easy,"array,math,simulation"
1253,Reconstruct a 2-Row Binary Matrix,reconstruct-a-2-row-binary-matrix,Medium,"array,greedy,matrix"
1254,Number of Closed Islands,number-of-closed-islands,Medium,"array,depth-first-search,breadth-first-search,union-find,matrix"
1255,Maximum Score Words Formed by Letters,maximum-score-words-formed-by-letters,Hard,"array,string,dynamic-programming,backtracking,bit-manipulation,bitmask"
1256,Encode Number,encode-number,Medium,"math,string,bit-manipulation"
1257,Smallest Common Region,smallest-common-region,Medium,"array,hash-table,string,tree,depth-first-search,breadth-first-search"
1258,Synonymous Sentences,synonymous-sentences,Medium,"array,hash-table,string,backtracking,union-find"
1259,Handshakes That Don't Cross,handshakes-that-dont-cross,Hard,"math,dynamic-programming"
1260,Shift 2D Grid,shift-2d-grid,Easy,"array,matrix,simulation"
1261,Find Elements in a Contaminated Binary Tree,find-elements-in-a-contaminated-binary-tree,Medium,"hash-table,tree,depth-first-search,breadth-first-search,design,binary-tree"
1262,Greatest Sum Divisible by Three,greatest-sum-divisible-by-three,Medium,"array,dynamic-programming,greedy,sorting"
1263,Minimum Moves to Move a Box to Their Target Location,minimum-moves-to-move-a-box-to-their-target-location,Hard,"array,breadth-first-search,heap-priority-queue,matrix"
1264,Page Recommendations,page-recommendations,Medium,database
1265,Print Immutable Linked List in Reverse,print-immutable-linked-list-in-reverse,Medium,"linked-list,two-pointers,stack,recursion"
1266,Minimum Time Visiting All Points,minimum-time-visiting-all-points,Easy,"array,math,geometry"
1267,Count Servers that Communicate,count-servers-that-communicate,Medium,"array,depth-first-search,breadth-first-search,union-find,matrix,counting"
1268,Search Suggestions System,search-suggestions-system,Medium,"array,string,binary-search,trie,sorting,heap-priority-queue"
1269,Number of Ways to Stay in the Same Place After Some Steps,number-of-ways-to-stay-in-the-same-place-after-some-steps,Hard,dynamic-programming
1270,All People Report to the Given Manager,all-people-report-to-the-given-manager,Medium,database
1271,Hexspeak,hexspeak,Easy,"math,string"
1272,Remove Interval,remove-interval,Medium,array
1273,Delete Tree Nodes,delete-tree-nodes,Medium,"tree,depth-first-search,breadth-first-search"
1274,Number of Ships in a Rectangle,number-of-ships-in-a-rectangle,Hard,"array,divide-and-conquer,interactive"
1275,Find Winner on a Tic Tac Toe Game,find-winner-on-a-tic-tac-toe-game,Easy,"array,hash-table,matrix,simulation"
1276,Number of Burgers with No Waste of Ingredients,number-of-burgers-with-no-waste-of-ingredients,Medium,math
1277,Count Square Submatrices with All Ones,count-square-submatrices-with-all-ones,Medium,"array,dynamic-programming,matrix"
1278,Palindrome Partitioning III,palindrome-partitioning-iii,Hard,"string,dynamic-programming"
1279,Traffic Light Controlled Intersection,traffic-light-controlled-intersection,Easy,concurrency
1280,Students and Examinations,students-and-examinations,Easy,database
1281,Subtract the Product and Sum of Digits of an Integer,subtract-the-product-and-sum-of-digits-of-an-integer,Easy,math
1282,Group the People Given the Group Size They Belong To,group-the-people-given-the-group-size-they-belong-to,Medium,"array,hash-table"
1283,Find the Smallest Divisor Given a Threshold,find-the-smallest-divisor-given-a-threshold,Medium,"array,binary-search"
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,Hard,"array,bit-manipulation,breadth-first-search,matrix"
1285,Find the Start and End Number of Continuous Ranges,find-the-start-and-end-number-of-continuous-ranges,Medium,database
1286,Iterator for Combination,iterator-for-combination,Medium,"string,backtracking,design,iterator"
1287,Element Appearing More Than 25% In Sorted Array,element-appearing-more-than-25-in-sorted-array,Easy,array
1288,Remove Covered Intervals,remove-covered-intervals,Medium,"array,sorting"
1289,Minimum Falling Path Sum II,minimum-falling-path-sum-ii,Hard,"array,dynamic-programming,matrix"
1290,Convert Binary Number in a Linked List to Integer,convert-binary-number-in-a-linked-list-to-integer,Easy,"linked-list,math"
1291,Sequential Digits,sequential-digits,Medium,enumeration
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,Medium,"array,binary-search,matrix,prefix-sum"
1293,Shortest Path in a Grid with Obstacles Elimination,shortest-path-in-a-grid-with-obstacles-elimination,Hard,"array,breadth-first-search,matrix"
1294,Weather Type in Each Country,weather-type-in-each-country,Easy,database
1295,Find Numbers with Even Number of Digits,find-numbers-with-even-number-of-digits,Easy,array
1296,Divide Array in Sets of K Consecutive Numbers,divide-array-in-sets-of-k-consecutive-numbers,Medium,"array,hash-table,greedy,sorting"
1297,Maximum Number of Occurrences of a Substring,maximum-number-of-occurrences-of-a-substring,Medium,"hash-table,string,sliding-window"
1298,Maximum Candies You Can Get from Boxes,maximum-candies-you-can-get-from-boxes,Hard,"array,breadth-first-search,graph"
1299,Replace Elements with Greatest Element on Right Side,replace-elements-with-greatest-element-on-right-side,Easy,array
1300,Sum of Mutated Array Closest to Target,sum-of-mutated-array-closest-to-target,Medium,"array,binary-search,sorting"
1301,Number of Paths with Max Score,number-of-paths-with-max-score,Hard,"array,dynamic-programming,matrix"
1302,Deepest Leaves Sum,deepest-leaves-sum,Medium,"tree,depth-first-search,breadth-first-search,binary-tree"
1303,Find the Team Size,find-the-team-size,Easy,database
1304,Find N Unique Integers Sum up to Zero,find-n-unique-integers-sum-up-to-zero,Easy,"array,math"
1305,All Elements in Two Binary Search Trees,all-elements-in-two-binary-search-trees,Medium,"tree,depth-first-search,binary-search-tree,sorting,binary-tree"
1306,Jump Game III,jump-game-iii,Medium,"array,depth-first-search,breadth-first-search"
1307,Verbal Arithmetic Puzzle,verbal-arithmetic-puzzle,Hard,"array,math,string,backtracking"
1308,Running Total for Different Genders,running-total-for-different-genders,Medium,database
1309,Decrypt String from Alphabet to Integer Mapping,decrypt-string-from-alphabet-to-integer-mapping,Easy,string
1310,XOR Queries of a Subarray,xor-queries-of-a-subarray,Medium,"array,bit-manipulation,prefix-sum"
1311,Get Watched Videos by Your Friends,get-watched-videos-by-your-friends,Medium,"array,hash-table,breadth-first-search,graph,sorting"
1312,Minimum Insertion Steps to Make a String Palindrome,minimum-insertion-steps-to-make-a-string-palindrome,Hard,"string,dynamic-programming"
1313,Decompress Run-Length Encoded List,decompress-run-length-encoded-list,Easy,array
1314,Matrix Block Sum,matrix-block-sum,Medium,"array,matrix,prefix-sum"
1315,Sum of Nodes with Even-Valued Grandparent,sum-of-nodes-with-even-valued-grandparent,Medium,"tree,depth-first-search,breadth-first-search,binary-tree"
1316,Distinct Echo Substrings,distinct-echo-substrings,Hard,"string,trie,rolling-hash,hash-function"
