QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
887,Super Egg Drop,super-egg-drop,Hard,27.38321211844308,False,"math,binary-search,dynamic-programming",algorithms
888,Fair Candy Swap,fair-candy-swap,Easy,61.121837549933424,False,"array,hash-table,binary-search,sorting",algorithms
889,Construct Binary Tree from Preorder and Postorder Traversal,construct-binary-tree-from-preorder-and-postorder-traversal,Medium,71.26360887474958,False,"array,hash-table,divide-and-conquer,tree,binary-tree",algorithms
890,Find and Replace Pattern,find-and-replace-pattern,Medium,77.13883767465026,False,"array,hash-table,string",algorithms
891,Sum of Subsequence Widths,sum-of-subsequence-widths,Hard,37.214043035107586,False,"array,math,sorting",algorithms
892,Surface Area of 3D Shapes,surface-area-of-3d-shapes,Easy,64.8812148362405,False,"array,math,geometry,matrix",algorithms
893,Groups of Special-Equivalent Strings,groups-of-special-equivalent-strings,Medium,71.34803921568627,False,"array,hash-table,string",algorithms
894,All Possible Full Binary Trees,all-possible-full-binary-trees,Medium,82.76420806557607,False,"dynamic-programming,tree,recursion,memoization,binary-tree",algorithms
895,Maximum Frequency Stack,maximum-frequency-stack,Hard,66.48709741288279,False,"hash-table,stack,design,ordered-set",algorithms
896,Monotonic Array,monotonic-array,Easy,61.06236563888464,False,array,algorithms
897,Increasing Order Search Tree,increasing-order-search-tree,Easy,78.29466102650206,False,"stack,tree,depth-first-search,binary-search-tree,binary-tree",algorithms
898,Bitwise ORs of Subarrays,bitwise-ors-of-subarrays,Medium,38.109941574168666,False,"array,dynamic-programming,bit-manipulation",algorithms
899,Orderly Queue,orderly-queue,Hard,65.98405040858522,False,"math,string,sorting",algorithms
900,RLE Iterator,rle-iterator,Medium,59.418100735466005,False,"array,design,counting,iterator",algorithms
901,Online Stock Span,online-stock-span,Medium,65.55193155392907,False,"stack,design,monotonic-stack,data-stream",algorithms
902,Numbers At Most N Given Digit Set,numbers-at-most-n-given-digit-set,Hard,42.14610200021774,False,"array,math,string,binary-search,dynamic-programming",algorithms
903,Valid Permutations for DI Sequence,valid-permutations-for-di-sequence,Hard,57.552762627460275,False,"string,dynamic-programming,prefix-sum",algorithms
904,Fruit Into Baskets,fruit-into-baskets,Medium,43.794339757342115,False,"array,hash-table,sliding-window",algorithms
905,Sort Array By Parity,sort-array-by-parity,Easy,76.250687530514,False,"array,two-pointers,sorting",algorithms
906,Super Palindromes,super-palindromes,Hard,38.8602591684595,False,"math,enumeration",algorithms
907,Sum of Subarray Minimums,sum-of-subarray-minimums,Medium,35.21601351366252,False,"array,dynamic-programming,stack,monotonic-stack",algorithms
908,Smallest Range I,smallest-range-i,Easy,69.18300653594771,False,"array,math",algorithms
909,Snakes and Ladders,snakes-and-ladders,Medium,44.320658480942434,False,"array,breadth-first-search,matrix",algorithms
910,Smallest Range II,smallest-range-ii,Medium,35.82003107783585,False,"array,math,greedy,sorting",algorithms
911,Online Election,online-election,Medium,51.94143732239953,False,"array,hash-table,binary-search,design",algorithms
912,Sort an Array,sort-an-array,Medium,57.851390738810835,False,"array,divide-and-conquer,sorting,heap-priority-queue,merge-sort,bucket-sort,radix-sort,counting-sort",algorithms
913,Cat and Mouse,cat-and-mouse,Hard,34.231043142546575,False,"math,dynamic-programming,graph,topological-sort,memoization,game-theory",algorithms
914,X of a Kind in a Deck of Cards,x-of-a-kind-in-a-deck-of-cards,Easy,30.300463792273014,False,"array,hash-table,math,counting,number-theory",algorithms
915,Partition Array into Disjoint Intervals,partition-array-into-disjoint-intervals,Medium,48.72219169285675,False,array,algorithms
916,Word Subsets,word-subsets,Medium,52.88455126556353,False,"array,hash-table,string",algorithms
917,Reverse Only Letters,reverse-only-letters,Easy,63.2185549345192,False,"two-pointers,string",algorithms
918,Maximum Sum Circular Subarray,maximum-sum-circular-subarray,Medium,43.87090246477327,False,"array,divide-and-conquer,dynamic-programming,queue,monotonic-queue",algorithms
919,Complete Binary Tree Inserter,complete-binary-tree-inserter,Medium,64.73471702699418,False,"tree,breadth-first-search,design,binary-tree",algorithms
920,Number of Music Playlists,number-of-music-playlists,Hard,60.93745674021983,False,"math,dynamic-programming,combinatorics",algorithms
921,Minimum Add to Make Parentheses Valid,minimum-add-to-make-parentheses-valid,Medium,75.07777902724007,False,"string,stack,greedy",algorithms
922,Sort Array By Parity II,sort-array-by-parity-ii,Easy,70.6460737757625,False,"array,two-pointers,sorting",algorithms
923,3Sum With Multiplicity,3sum-with-multiplicity,Medium,45.28241408521648,False,"array,hash-table,two-pointers,sorting,counting",algorithms
924,Minimize Malware Spread,minimize-malware-spread,Hard,41.99245448083547,False,"hash-table,depth-first-search,breadth-first-search,union-find,graph",algorithms
925,Long Pressed Name,long-pressed-name,Easy,32.583846889173635,False,"two-pointers,string",algorithms
926,Flip String to Monotone Increasing,flip-string-to-monotone-increasing,Medium,61.41768706570889,False,"string,dynamic-programming",algorithms
927,Three Equal Parts,three-equal-parts,Hard,39.63359157453613,False,"array,math",algorithms
928,Minimize Malware Spread II,minimize-malware-spread-ii,Hard,42.83946328542273,False,"hash-table,depth-first-search,breadth-first-search,union-find,graph",algorithms
929,Unique Email Addresses,unique-email-addresses,Easy,67.02270825827927,False,"array,hash-table,string",algorithms
930,Binary Subarrays With Sum,binary-subarrays-with-sum,Medium,55.00514807922286,False,"array,hash-table,sliding-window,prefix-sum",algorithms
931,Minimum Falling Path Sum,minimum-falling-path-sum,Medium,65.45913200474736,False,"array,dynamic-programming,matrix",algorithms
932,Beautiful Array,beautiful-array,Medium,65.45289600050053,False,"array,math,divide-and-conquer",algorithms
933,Number of Recent Calls,number-of-recent-calls,Easy,73.77555395587234,False,"design,queue,data-stream",algorithms
934,Shortest Bridge,shortest-bridge,Medium,57.726770476429245,False,"array,depth-first-search,breadth-first-search,matrix",algorithms
935,Knight Dialer,knight-dialer,Medium,51.40453381482324,False,dynamic-programming,algorithms
936,Stamping The Sequence,stamping-the-sequence,Hard,62.574833974897224,False,"string,stack,greedy,queue",algorithms
937,Reorder Data in Log Files,reorder-data-in-log-files,Medium,56.35043479801502,False,"array,string,sorting",algorithms
938,Range Sum of BST,range-sum-of-bst,Easy,85.91637531246059,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
939,Minimum Area Rectangle,minimum-area-rectangle,Medium,53.152722376716035,False,"array,hash-table,math,geometry,sorting",algorithms
940,Distinct Subsequences II,distinct-subsequences-ii,Hard,43.24121857832529,False,"string,dynamic-programming",algorithms
941,Valid Mountain Array,valid-mountain-array,Easy,33.351307237168086,False,array,algorithms
942,DI String Match,di-string-match,Easy,77.97536945812807,False,"array,two-pointers,string,greedy",algorithms
943,Find the Shortest Superstring,find-the-shortest-superstring,Hard,43.81238647871024,False,"array,string,dynamic-programming,bit-manipulation,bitmask",algorithms
944,Delete Columns to Make Sorted,delete-columns-to-make-sorted,Easy,74.61508668618477,False,"array,string",algorithms
945,Minimum Increment to Make Array Unique,minimum-increment-to-make-array-unique,Medium,51.96602645749524,False,"array,greedy,sorting,counting",algorithms
946,Validate Stack Sequences,validate-stack-sequences,Medium,69.40163675659925,False,"array,stack,simulation",algorithms
947,Most Stones Removed with Same Row or Column,most-stones-removed-with-same-row-or-column,Medium,58.87493240253675,False,"hash-table,depth-first-search,union-find,graph",algorithms
948,Bag of Tokens,bag-of-tokens,Medium,52.19080724991634,False,"array,two-pointers,greedy,sorting",algorithms
949,Largest Time for Given Digits,largest-time-for-given-digits,Medium,35.12589713428459,False,"string,enumeration",algorithms
950,Reveal Cards In Increasing Order,reveal-cards-in-increasing-order,Medium,77.94210744613504,False,"array,queue,sorting,simulation",algorithms
951,Flip Equivalent Binary Trees,flip-equivalent-binary-trees,Medium,66.9156359177477,False,"tree,depth-first-search,binary-tree",algorithms
952,Largest Component Size by Common Factor,largest-component-size-by-common-factor,Hard,40.32993339706567,False,"array,hash-table,math,union-find,number-theory",algorithms
953,Verifying an Alien Dictionary,verifying-an-alien-dictionary,Easy,54.65195768069664,False,"array,hash-table,string",algorithms
954,Array of Doubled Pairs,array-of-doubled-pairs,Medium,39.0532654092365,False,"array,hash-table,greedy,sorting",algorithms
955,Delete Columns to Make Sorted II,delete-columns-to-make-sorted-ii,Medium,34.93526079599794,False,"array,string,greedy",algorithms
956,Tallest Billboard,tallest-billboard,Hard,52.56913646507161,False,"array,dynamic-programming",algorithms
957,Prison Cells After N Days,prison-cells-after-n-days,Medium,38.98903577470083,False,"array,hash-table,math,bit-manipulation",algorithms
958,Check Completeness of a Binary Tree,check-completeness-of-a-binary-tree,Medium,56.35339763250005,False,"tree,breadth-first-search,binary-tree",algorithms
959,Regions Cut By Slashes,regions-cut-by-slashes,Medium,69.33032803152732,False,"array,hash-table,depth-first-search,breadth-first-search,union-find,matrix",algorithms
960,Delete Columns to Make Sorted III,delete-columns-to-make-sorted-iii,Hard,57.541611113500494,False,"array,string,dynamic-programming",algorithms
961,N-Repeated Element in Size 2N Array,n-repeated-element-in-size-2n-array,Easy,76.28323562915011,False,"array,hash-table",algorithms
962,Maximum Width Ramp,maximum-width-ramp,Medium,49.31755098295598,False,"array,stack,monotonic-stack",algorithms
963,Minimum Area Rectangle II,minimum-area-rectangle-ii,Medium,54.64866458842362,False,"array,math,geometry",algorithms
964,Least Operators to Express Number,least-operators-to-express-number,Hard,48.052015067856956,False,"math,dynamic-programming,memoization",algorithms
965,Univalued Binary Tree,univalued-binary-tree,Easy,70.27016771647567,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
966,Vowel Spellchecker,vowel-spellchecker,Medium,51.270168879888885,False,"array,hash-table,string",algorithms
967,Numbers With Same Consecutive Differences,numbers-with-same-consecutive-differences,Medium,57.66649979562124,False,"backtracking,breadth-first-search",algorithms
968,Binary Tree Cameras,binary-tree-cameras,Hard,46.47648575816407,False,"dynamic-programming,tree,depth-first-search,binary-tree",algorithms
969,Pancake Sorting,pancake-sorting,Medium,70.34848436451911,False,"array,two-pointers,greedy,sorting",algorithms
970,Powerful Integers,powerful-integers,Medium,43.66131503564053,False,"hash-table,math",algorithms
971,Flip Binary Tree To Match Preorder Traversal,flip-binary-tree-to-match-preorder-traversal,Medium,50.25695529853079,False,"tree,depth-first-search,binary-tree",algorithms
972,Equal Rational Numbers,equal-rational-numbers,Hard,43.50013065064019,False,"math,string",algorithms
973,K Closest Points to Origin,k-closest-points-to-origin,Medium,65.89978891731941,False,"array,math,divide-and-conquer,geometry,sorting,heap-priority-queue,quickselect",algorithms
974,Subarray Sums Divisible by K,subarray-sums-divisible-by-k,Medium,53.966057286946935,False,"array,hash-table,prefix-sum",algorithms
975,Odd Even Jump,odd-even-jump,Hard,39.29882190725308,False,"array,dynamic-programming,stack,monotonic-stack,ordered-set",algorithms
976,Largest Perimeter Triangle,largest-perimeter-triangle,Easy,55.06258514021539,False,"array,math,greedy,sorting",algorithms
977,Squares of a Sorted Array,squares-of-a-sorted-array,Easy,71.7894838663024,False,"array,two-pointers,sorting",algorithms
978,Longest Turbulent Subarray,longest-turbulent-subarray,Medium,47.23285764009746,False,"array,dynamic-programming,sliding-window",algorithms
979,Distribute Coins in Binary Tree,distribute-coins-in-binary-tree,Medium,72.4077815542837,False,"tree,depth-first-search,binary-tree",algorithms
980,Unique Paths III,unique-paths-iii,Hard,81.74589955554777,False,"array,backtracking,bit-manipulation,matrix",algorithms
981,Time Based Key-Value Store,time-based-key-value-store,Medium,50.356711426420645,False,"hash-table,string,binary-search,design",algorithms
982,Triples with Bitwise AND Equal To Zero,triples-with-bitwise-and-equal-to-zero,Hard,57.869776066181714,False,"array,hash-table,bit-manipulation",algorithms
983,Minimum Cost For Tickets,minimum-cost-for-tickets,Medium,65.54156133975827,False,"array,dynamic-programming",algorithms
984,String Without AAA or BBB,string-without-aaa-or-bbb,Medium,43.57851779948097,False,"string,greedy",algorithms
985,Sum of Even Numbers After Queries,sum-of-even-numbers-after-queries,Medium,68.02204123648914,False,"array,simulation",algorithms
986,Interval List Intersections,interval-list-intersections,Medium,71.28635817655851,False,"array,two-pointers",algorithms
987,Vertical Order Traversal of a Binary Tree,vertical-order-traversal-of-a-binary-tree,Hard,46.32115339919378,False,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
988,Smallest String Starting From Leaf,smallest-string-starting-from-leaf,Medium,50.771288706739526,False,"string,tree,depth-first-search,binary-tree",algorithms
989,Add to Array-Form of Integer,add-to-array-form-of-integer,Easy,46.07142993826806,False,"array,math",algorithms
990,Satisfiability of Equality Equations,satisfiability-of-equality-equations,Medium,50.453729812868495,False,"array,string,union-find,graph",algorithms
991,Broken Calculator,broken-calculator,Medium,54.24449506454062,False,"math,greedy",algorithms
